Name,Latitude,Longitude,Rating,Categories,Keyword,State
Chaku waterfall,31.5308551,77.45749479999999,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Waterfall,30.8830704,76.9887385,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Small water fall,30.8288993,76.95965029999999,3.9,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
SHIV FALLS,30.9910266,77.14500369999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Kamali Village River Dam,30.8312189,76.968745,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Tara Devi Waterfall trek start point,31.0314513,77.1361105,3.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Shoghi Hidden Water fall,31.0334427,77.1374707,4.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
HRT overflow outlet waterfall,31.3661645,77.38438479999999,5,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Reservoir,30.7320579,76.91633759999999,5,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Suinta Waterfall,31.0421152,77.1896682,3,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Ashwani Khadd,30.9276412,77.1488171,3.9,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Sunrise View Point,30.8940067,76.9726482,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
A best view point,31.1196351,77.1389365,4.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Malhotra fall,30.92794229999999,77.14834739999999,3.2,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Madhmu Waterfall Near Dumhi Village,31.4402063,77.30989579999999,4.7,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Solan hill view point,30.8695261,77.1007308,4.3,"park, point_of_interest, establishment",waterfalls,Himachal Pradesh
Water fall,30.8196428,77.42759319999999,3.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Morni waterfall,30.6582066,77.0860598,5,"point_of_interest, establishment",waterfalls,Himachal Pradesh
Jhopdi Viewpoint,30.9364697,77.1364699,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Himachal Pradesh
Sector 40-A Park,30.7405124,76.73882499999999,4.2,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park - Sector 38,30.7428705,76.7428865,4.4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park - Sector-47C,30.6909177,76.76764639999999,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 53 Sas Nagar Mohali Park,30.7188749,76.7280121,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park Sector 46 C,30.7009772,76.7634089,4.2,"park, point_of_interest, establishment",parks,Himachal Pradesh
park sec 80,30.6699526,76.7145735,4.2,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 33B - Park,30.7152101,76.7778065,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Nehru Park 22 Chd,30.7336584,76.7724247,4.3,"park, tourist_attraction, point_of_interest, establishment",parks,Himachal Pradesh
Public Park - Sector 21 D,30.7241772,76.7716425,4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 4 Park,30.691967,76.86259,4.4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Central Park,30.6910538,76.71960729999999,4.4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Public Park - Sector 27C,30.7214948,76.79837859999999,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Shivalik palm city park no 1,30.7268037,76.659841,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Public Park - Sector 23-D,30.7383874,76.7597385,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
46 Park,30.7049083,76.7639952,4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Public Park - 2,30.69266949999999,76.8425785,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Public Park Sector 43B green park,30.7187026,76.7504252,3.9,"park, point_of_interest, establishment",parks,Himachal Pradesh
Ekta Park,30.7100968,76.72689989999999,4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Public Park Sector 27D,30.7197051,76.7934606,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 38 Sugar Sister Park,30.7469147,76.7500219,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Phase 4 Public Park,30.7177947,76.7217926,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 35D,30.7235916,76.7559325,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 2,30.67185379999999,76.73063739999999,4.4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 20A - Park,30.7246265,76.7806279,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Green Belt Park,30.6946954,76.7540207,4.4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector- 25 Park,30.6721,76.8843,3.9,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 16,30.703138,76.8390977,4.2,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 15,30.6923907,76.72533349999999,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park Baltana,30.6672023,76.8218246,3.8,"park, point_of_interest, establishment",parks,Himachal Pradesh
"Park, Chandigarh",30.7366321,76.792484,4.2,"park, point_of_interest, establishment",parks,Himachal Pradesh
Fountain Park,30.7233117,76.7554809,4.5,"park, point_of_interest, establishment",parks,Himachal Pradesh
Tiger park,30.7282989,76.87229909999999,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Kk park,30.7321881,76.7842958,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 2,30.7081839,76.7423343,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 20A - Park,30.7272342,76.7846502,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 59 Park,30.711372,76.7123521,4.2,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 4,30.7294295,76.7773784,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park No. 4,30.7361587,76.7423544,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 4,30.7331469,76.77585789999999,4.5,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 4,30.7065941,76.73157789999999,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park Saachi,30.7470303,76.6594145,3.8,"park, point_of_interest, establishment",parks,Himachal Pradesh
Daughter's Dreamland Park,30.7151367,76.7579205,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park Sector 8C,30.7398344,76.79648879999999,3.9,"park, point_of_interest, establishment",parks,Himachal Pradesh
Bougainvillea Park 3 Chd,30.7582694,76.7959428,4.4,"park, tourist_attraction, point_of_interest, establishment",parks,Himachal Pradesh
Torrent Park,30.9413868,76.80776039999999,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Public Park 4,30.6965668,76.8330979,3.8,"park, point_of_interest, establishment",parks,Himachal Pradesh
UT Park,30.7281962,76.76387880000001,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 3,30.6843315,76.75349829999999,4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Picadilly Park,30.7479895,76.6659719,3.6,"park, point_of_interest, establishment",parks,Himachal Pradesh
Hanuman Vatika Park Sector-27 Panchkula,30.6566414,76.88528339999999,4.3,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park,30.7137231,76.7164785,3.9,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 11 (Shri Ram Park) No 2112,30.68010259999999,76.8660712,4.2,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 38-A,30.7006975,76.7038373,4.4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 1,30.7021812,76.8385234,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
"Park 4 (Bada Park, Near Ghagar)",30.6724531,76.8660596,4.4,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 1,30.7128387,76.77905109999999,3.9,"park, point_of_interest, establishment",parks,Himachal Pradesh
Sector 22C Mini Park,30.7290248,76.7702491,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Trikona Park,30.752706,76.7351979,4.1,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park - Sector 10C,30.7494339,76.7855735,4.5,"park, point_of_interest, establishment",parks,Himachal Pradesh
Park 4,30.6860684,76.85983860000002,3.9,"park, point_of_interest, establishment",parks,Himachal Pradesh
Government Museum and Art Gallery,30.7490693,76.787326,4.4,"tourist_attraction, museum, point_of_interest, establishment",museums,Himachal Pradesh
Himachal State Museum,31.10337,77.150837,4.5,"museum, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
HARYANA ARCHAEOLOGICAL MUSEUM OF HISTORY,30.6950108,76.8544115,4.6,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Chandigarh Architecture Museum,30.7484961,76.78585989999999,4.5,"museum, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Heritage Garden,30.6906433,76.8134307,4.2,"museum, store, point_of_interest, establishment",museums,Himachal Pradesh
Army Memorial Statue,31.1057159,77.16699779999999,4.9,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Zoological Survey Of India Museum,30.9069779,77.09077359999999,4.4,"museum, point_of_interest, establishment",museums,Himachal Pradesh
"Rag Doll museum, Rock garden",30.7526816,76.8084076,4.5,"museum, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Tank Monument,30.7496155,76.78675400000002,4.4,"tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
National Gallery of Portraits : Sector 17,30.7403557,76.7849185,4.2,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Indian Air Force Heritage Museum Chandigarh,30.7392523,76.79095439999999,4.7,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Indian Army War Memorial,30.7258189,76.8706906,4.7,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Natural History Museum,30.7480941,76.78588429999999,4.4,"museum, point_of_interest, establishment",museums,Himachal Pradesh
International Dolls Museum,30.7411787,76.7709814,4.1,"tourist_attraction, museum, point_of_interest, establishment",museums,Himachal Pradesh
KEHLOOR FREEDOM FIGHTERS MEMORIAL,31.3449477,76.764387,4.1,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Le Corbusier Centre,30.7298194,76.7995423,4.4,"tourist_attraction, museum, point_of_interest, establishment",museums,Himachal Pradesh
Tethys Fossil Museum,30.9232397,77.0199098,4.6,"tourist_attraction, travel_agency, museum, school, cafe, food, point_of_interest, establishment",museums,Himachal Pradesh
Army Heritage Museum,31.1095453,77.1591736,4.8,"museum, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Gandhi Museum,30.7479938,76.7759689,4.4,"museum, point_of_interest, establishment",museums,Himachal Pradesh
MAHU NAAG MANDIR,30.900589,77.09461639999999,4.3,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Viceregal Lodge,31.1036706,77.1421749,4.6,"tourist_attraction, museum, park, point_of_interest, establishment",museums,Himachal Pradesh
Nek Chand’s Rock Garden of Chandigarh,30.7529331,76.80505409999999,4.5,"tourist_attraction, museum, park, point_of_interest, establishment",museums,Himachal Pradesh
High Court Museum,30.7560225,76.8051859,4.4,"museum, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Eiffel Tower Replica,30.7488467,76.785415,4.2,"tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Baba Bhalku Rail Museum,31.1038647,77.1681181,4.1,"tourist_attraction, museum, point_of_interest, establishment",museums,Himachal Pradesh
Shaheed Dr. Diwan Singh Kalepani Museum,30.85589329999999,76.7353164,4.5,"museum, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Sikh Museum Mohali,30.7257945,76.6998622,4.4,"museum, point_of_interest, establishment",museums,Himachal Pradesh
KALA SAGAR,30.729533,76.75114200000002,4.3,"museum, point_of_interest, establishment",museums,Himachal Pradesh
"Centre for Science Learning and Creativity (CSLC)-Himachal Pradesh Council for Science, Technology and Environment",31.0421181,77.1535904,4.7,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Kalagram,30.7099321,76.8263051,4.3,"tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
"Nature Interpretation Centre, Sukhna Lake",30.7394805,76.83102,4.5,"tourist_attraction, museum, park, point_of_interest, establishment",museums,Himachal Pradesh
Peer dargah sunny enclave,30.7475088,76.6626666,4.8,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Sukhna Lake Chandigarh,30.7447621,76.8105866,4.5,"tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Sukhna Gallery,30.7386956,76.815552,4.6,"museum, point_of_interest, establishment",museums,Himachal Pradesh
"The Morni Fort - Panchkula district, Haryana, India",30.68861669999999,77.0831439,4.3,"tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Grave Yard,30.8821591,77.0561994,4.4,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Fine Arts Museum,30.7624216,76.7723898,4.7,"museum, point_of_interest, establishment",museums,Himachal Pradesh
"Ridge, Shimla",31.1048001,77.1746678,4.6,"tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Pierre Jeanneret Museum,30.7447729,76.807622,4.7,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Chadwick house,31.1160748,77.14168579999999,5,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Dagshai Heritage Museum,30.8862602,77.0527199,4.7,"museum, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
main kandar,31.4397167,76.877853,3.6,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Indian Air Force Heritage Museum Chandigarh Parking Area,30.73906999999999,76.79001219999999,4.5,"tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Kufri museum,31.09841949999999,77.2630313,3.7,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Bhima Devi Temple Site Museum,30.7967663,76.91450329999999,4.7,"museum, hindu_temple, place_of_worship, point_of_interest, establishment",museums,Himachal Pradesh
Railway Heritage museum,30.8413445,76.92941259999999,4,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Park Sector 26,30.7206176,76.8155707,4.1,"park, tourist_attraction, point_of_interest, establishment",museums,Himachal Pradesh
Partap Museum Sikander Dhar,31.5504033,76.81175309999999,5,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Chappar Chiri Mohali,30.7033037,76.6678803,0,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Bromley Estate,31.12626,77.1696166,4.8,"museum, point_of_interest, establishment",museums,Himachal Pradesh
सिद्ध चानो बाबा बली मन्दिर थलोटू,31.4265701,76.67908919999999,5,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Pandav mandir,30.79699099999999,76.91675090000001,4.5,"museum, point_of_interest, establishment",museums,Himachal Pradesh
Western Himalayan Temperate Arboretum,31.1169932,77.13411719999999,5,"museum, point_of_interest, establishment",museums,Himachal Pradesh
