Name,Latitude,Longitude,Rating,Categories,Keyword,State
Botanical Garden Waterfall,20.4057468,85.8221607,5,"park, point_of_interest, establishment",waterfalls,Odisha
Damadamani Dam,20.6350967,85.8632907,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Kapileswar Park Lake,20.2286041,85.8244835,4.1,"park, point_of_interest, establishment",waterfalls,Odisha
Reserve Forest Waterhole,20.3301161,85.7316316,4.2,"natural_feature, establishment",waterfalls,Odisha
Kapilash Hill Top View point,20.6832102,85.7582182,4.8,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
CHANDAKA FOREST WATERFALL,20.3625567,85.7121415,0,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
CHANDAKA FOREST WATERFALL,20.3625109,85.7120607,0,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Dhauli View Point Odisha India,20.1901033,85.840825,4.9,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Debidwar,20.429466,85.7008266,4.6,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",waterfalls,Odisha
"Sitakunda, Barunei",20.1576297,85.6432054,4.5,"tourist_attraction, park, point_of_interest, establishment",waterfalls,Odisha
Khandagiri View Point,20.2632049,85.7856056,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Sisupalgarh Fort,20.2293833,85.84781939999999,4.1,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Aqua World,20.2241773,85.91871920000001,5,"park, point_of_interest, establishment",waterfalls,Odisha
Jhumka Dam View,20.3268125,85.71018749999999,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
"Karada Dam, Badamba",20.4734375,85.3965625,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Ramayala River,20.6763354,85.5816782,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Mahanadi River View (Sunset Point),20.4797329,85.8953398,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
I Love Athagarh Selfiee Point By Aravh,20.5166698,85.62749989999999,4.2,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Dampada Forest Watch Tower,20.3780702,85.64932920000001,4,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Ansupa Hill top 2,20.4647359,85.6083045,4.6,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
"Panchama Hill Top, Badamba",20.4875538,85.4071828,3.9,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Sun Set Point,20.4731392,85.7684297,4.3,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Odisha Tourism Development Corporation Park,20.481058,85.77713519999999,4.2,"park, point_of_interest, establishment",waterfalls,Odisha
"Badabandha project Dam Gundurapasi, Dhenkanal",20.7261786,85.8113984,4.9,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Andharua Picnic Place For Feasts..All water and Electricity Available,20.3356035,85.7596825,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Deras Dam,20.314224,85.68810220000002,4.4,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
Kuakhai river view,20.3274729,85.8611312,4.5,"tourist_attraction, point_of_interest, establishment",waterfalls,Odisha
E.W.S PARK,20.3192371,85.8158059,4.3,"park, point_of_interest, establishment",parks,Odisha
Jayadev Vihar Childrens Park,20.294816,85.8205078,4.3,"park, point_of_interest, establishment",parks,Odisha
Janaki Ballav Pattnaik Park,20.1652689,85.6143512,4.4,"park, point_of_interest, establishment",parks,Odisha
Baga Park,20.2779256,85.7642176,4.4,"park, point_of_interest, establishment",parks,Odisha
Netaji Subhash Chandra Bose park,20.2549288,85.8058174,4.3,"park, point_of_interest, establishment",parks,Odisha
Jaydev Vihar Park,20.2954546,85.8242944,4.2,"park, point_of_interest, establishment",parks,Odisha
Park,20.289158,85.8354682,4.3,"park, point_of_interest, establishment",parks,Odisha
Buddha Park Hils,20.3244946,85.8076859,4.7,"park, point_of_interest, establishment",parks,Odisha
MIG-1 Children's park HB colony,20.3281306,85.81683149999999,4.2,"park, point_of_interest, establishment",parks,Odisha
Ahimsa Gandhi Park,20.4661613,85.85432209999999,4.4,"park, point_of_interest, establishment",parks,Odisha
Chahata park,20.4934346,85.8399213,4.1,"park, point_of_interest, establishment",parks,Odisha
Shaheed Park,20.3133489,85.8338914,4.4,"park, point_of_interest, establishment",parks,Odisha
Jagatapur Park,20.4950536,85.9353587,4.4,"park, point_of_interest, establishment",parks,Odisha
Housing Board Park,20.3494075,85.8258139,3.8,"park, point_of_interest, establishment",parks,Odisha
Kedar Gouri Park,20.2420773,85.840724,4.6,"park, point_of_interest, establishment",parks,Odisha
Akshay Mohanty Memorial Park,20.4802185,85.8593449,4.4,"park, point_of_interest, establishment",parks,Odisha
Park,20.4793346,85.83710579999999,4.2,"park, point_of_interest, establishment",parks,Odisha
Buhalo park,20.4552405,86.1754717,4.4,"park, point_of_interest, establishment",parks,Odisha
"BDA Park,Brit Colony",20.2503163,85.8518672,4.7,"park, point_of_interest, establishment",parks,Odisha
Mahima Mishra Park,20.4772174,86.1889994,4.2,"park, point_of_interest, establishment",parks,Odisha
Jhumka Eco Park,20.3146334,85.7147614,4.5,"park, point_of_interest, establishment",parks,Odisha
Deer Park,20.4883078,85.8619087,4.4,"zoo, park, point_of_interest, establishment",parks,Odisha
Madhusudan Das Park,20.245157,85.810901,4.5,"park, tourist_attraction, point_of_interest, establishment",parks,Odisha
IG Park,20.26969,85.8329492,4.3,"park, point_of_interest, establishment",parks,Odisha
Kharavela Park,20.2571196,85.7847597,4.5,"park, tourist_attraction, point_of_interest, establishment",parks,Odisha
IMFA Park,20.2921793,85.8513503,4.5,"park, point_of_interest, establishment",parks,Odisha
Dr. APJ Abdul Kalam Park,20.2779794,85.7652815,4.4,"park, point_of_interest, establishment",parks,Odisha
Gouri Shankar Park,20.4668606,85.8673723,4.1,"park, point_of_interest, establishment",parks,Odisha
Mahatma Gandhi Park,20.306174,85.82247,4.4,"park, tourist_attraction, point_of_interest, establishment",parks,Odisha
B.D.A. Park,20.28705,85.85019,4.1,"park, point_of_interest, establishment",parks,Odisha
Smart Park Bhubaneswar,20.2870077,85.84977239999999,4.3,"park, point_of_interest, establishment",parks,Odisha
BDA Park,20.2925966,85.8065395,4.2,"park, point_of_interest, establishment",parks,Odisha
ଗୋପବନ୍ଧୁ ପାର୍କ ୟୁନିଟ ୮;Gopabandhu Park,20.2774359,85.81042409999999,4.3,"park, point_of_interest, establishment",parks,Odisha
Housing Board Park,20.5448186,85.9130802,4,"park, point_of_interest, establishment",parks,Odisha
Dr.Shyama Prasad Mukherjee Park,20.2965479,85.848625,4.2,"park, point_of_interest, establishment",parks,Odisha
Madhukunj Park,20.4877899,85.8620502,4.3,"park, point_of_interest, establishment",parks,Odisha
Buddha Jayanti Park,20.3241478,85.80839759999999,4.5,"park, point_of_interest, establishment",parks,Odisha
Bhusandhapur Grammeena Park,20.716295,86.07934329999999,4.3,"park, point_of_interest, establishment",parks,Odisha
Amrut BMC Park,20.281747,85.845382,4.2,"park, point_of_interest, establishment",parks,Odisha
N3 BDA PARK,20.2966864,85.80726609999999,4,"park, point_of_interest, establishment",parks,Odisha
Kapileswar Park Lake,20.2286041,85.8244835,4.1,"park, point_of_interest, establishment",parks,Odisha
Jaidev Park,19.867145,86.10996879999999,3.7,"park, point_of_interest, establishment",parks,Odisha
Park Near Badagada Police station (Sillicon park),20.2499375,85.8505625,3.7,"park, point_of_interest, establishment",parks,Odisha
Forest park Bhubaneswar,20.255568,85.82148769999999,4.3,"park, point_of_interest, establishment",parks,Odisha
"Police colony, Children park",20.2931248,85.82659679999999,4.3,"park, point_of_interest, establishment",parks,Odisha
KALAM CHILDREN'S PARK,20.2480808,85.8501469,4.3,"park, point_of_interest, establishment",parks,Odisha
Utkala Nagar Park,20.303954,85.8364542,4.9,"park, point_of_interest, establishment",parks,Odisha
Dompada Park,20.3909141,85.6144655,4.3,"park, point_of_interest, establishment",parks,Odisha
Deer park,20.2845777,85.7982639,5,"park, point_of_interest, establishment",parks,Odisha
"Village park , Fakirsahi",20.0403571,86.1716103,5,"park, point_of_interest, establishment",parks,Odisha
BMC PARK,20.3384958,85.81305929999999,4,"park, point_of_interest, establishment",parks,Odisha
"Triangular Park, Baramunda HB Colony",20.2839861,85.79432849999999,4.2,"park, point_of_interest, establishment",parks,Odisha
Children Park,20.2818873,85.79998119999999,4,"park, point_of_interest, establishment",parks,Odisha
Parala Maharaja Childrens PARK,20.4578506,85.9007934,4.1,"park, point_of_interest, establishment",parks,Odisha
Kids Park,20.4367509,85.8639438,4.5,"park, point_of_interest, establishment",parks,Odisha
Shanti park,20.3323365,85.8080077,4.5,"park, point_of_interest, establishment",parks,Odisha
Dr piterson Park,20.2668043,85.8126758,4.9,"park, point_of_interest, establishment",parks,Odisha
BSNL COLONY PARK,20.2433002,85.8250699,4,"park, point_of_interest, establishment",parks,Odisha
"RURAL PARK,MANDUKI",19.9503227,86.24554169999999,4.6,"park, point_of_interest, establishment",parks,Odisha
"Nature Park, Bharatpur",20.3060415,85.7768901,4.8,"park, point_of_interest, establishment",parks,Odisha
Regional Museum of Natural History,20.2990827,85.8320717,4.5,"tourist_attraction, museum, point_of_interest, establishment",museums,Odisha
Odisha State Museum,20.2563713,85.84128659999999,4.5,"museum, point_of_interest, establishment",museums,Odisha
Odisha State Tribal Museum,20.2830021,85.8068282,4.6,"museum, tourist_attraction, point_of_interest, establishment",museums,Odisha
"Odisha State Maritime Museum, Cuttack",20.4789263,85.89618229999999,4.5,"museum, tourist_attraction, point_of_interest, establishment",museums,Odisha
Regional Science Centre Bhubaneswar (Science Park),20.2938096,85.83256229999999,4.4,"tourist_attraction, museum, point_of_interest, establishment",museums,Odisha
Netaji Birth Place Museum - Cuttack,20.4700716,85.8667917,4.6,"museum, point_of_interest, establishment",museums,Odisha
Kala Bhoomi Odisha Crafts Museum,20.2521434,85.80732929999999,4.6,"museum, point_of_interest, establishment",museums,Odisha
Museum Of Justice,20.4856351,85.86405309999999,4.6,"museum, point_of_interest, establishment",museums,Odisha
Sudam Sand Art Museum,19.8461369,85.9120781,4,"museum, point_of_interest, establishment",museums,Odisha
Smt. Nandini Satpathy Chowk,20.269209,85.8200373,4,"museum, point_of_interest, establishment",museums,Odisha
Konark Sun Temple Museum,19.8911432,86.0945275,4.7,"museum, point_of_interest, establishment",museums,Odisha
Acharya vihar bhubaneswar,20.2953726,85.8294416,4.5,"museum, point_of_interest, establishment",museums,Odisha
"ଉତ୍କଳମଣି ପଣ୍ଡିତ ଗୋପବନ୍ଧୁ ଦାସ ସ୍ମାରକୀ ସଂଗ୍ରହାଳୟ,ସୁଆଣ୍ଡୋ। Utkalmani Pandit Gopabandhu Das Memorial Museum,Suando",19.9684375,85.87356249999999,4.5,"park, museum, point_of_interest, establishment",museums,Odisha
Subash Chandra Bose Museum,20.4700657,85.8667881,4.4,"museum, point_of_interest, establishment",museums,Odisha
Jain Museum,20.3997485,85.8730442,4.7,"museum, point_of_interest, establishment",museums,Odisha
Madhubabu Museum,20.501566,86.03308729999999,4.6,"museum, point_of_interest, establishment",museums,Odisha
Aquarium maritime museum,20.4789838,85.89706509999999,4.5,"museum, point_of_interest, establishment",museums,Odisha
Odisha High Court Museum,20.4856478,85.8637421,4.4,"museum, tourist_attraction, point_of_interest, establishment",museums,Odisha
Anand Bhawan Museum And Learning Centre,20.4846648,85.8603962,4.4,"museum, point_of_interest, establishment",museums,Odisha
Geology Museum,20.4639054,85.8955891,5,"museum, point_of_interest, establishment",museums,Odisha
Utkal Gaurab Madhusudan Das Memorial Museum,20.5017104,86.0327014,4.5,"museum, point_of_interest, establishment",museums,Odisha
Ambedkar Museum,20.2745211,85.7923148,4.5,"museum, point_of_interest, establishment",museums,Odisha
Gopinath Aytiha Kansaa Pitala Tatha Abahelita Kalakruti Sangrahalaya (Private museum),20.2550936,85.7995836,5,"museum, point_of_interest, establishment",museums,Odisha
"Archeological Museum, Konark",19.8911451,86.09446989999999,4.5,"tourist_attraction, museum, point_of_interest, establishment",museums,Odisha
Ghatikia Mashanni,20.2656626,85.77080880000001,3.4,"museum, point_of_interest, establishment",museums,Odisha
Odisha Printing Press Museum,20.4438922,85.8962128,4.6,"museum, point_of_interest, establishment",museums,Odisha
Gandhi Peace Center,20.2663029,85.7852023,4.8,"museum, point_of_interest, establishment",museums,Odisha
ଓଡ଼ିଶା ରାଜ୍ଯ ନୌବାଣିଜ୍ୟ ସଂଗ୍ରାହାଳୟ,20.4790553,85.89620939999999,5,"museum, point_of_interest, establishment",museums,Odisha
Old Lalitagiri Museum,20.58885,86.25101749999999,4.5,"museum, point_of_interest, establishment",museums,Odisha
Dhenkanal Science Center,20.6475619,85.597299,4.2,"museum, point_of_interest, establishment",museums,Odisha
kusunda pokhori,20.4480909,85.4925179,4.7,"museum, point_of_interest, establishment",museums,Odisha
Zorba machine gallery,20.4787618,85.8959275,4.3,"museum, point_of_interest, establishment",museums,Odisha
Lalitagiri New Museum,20.5919154,86.2541523,4.7,"museum, point_of_interest, establishment",museums,Odisha
Netaji Interpretetion Centre,20.4684413,85.8699133,4,"museum, point_of_interest, establishment",museums,Odisha
Netaji Subhash Chandra Bose birth place Gate,20.468781,85.8697703,4.9,"museum, point_of_interest, establishment",museums,Odisha
Tarapur Buddhist museum,20.7437854,86.15594949999999,4.8,"museum, point_of_interest, establishment",museums,Odisha
Raghurajpur International Art &Culture exchange,19.8854657,85.8253108,4.6,"museum, point_of_interest, establishment",museums,Odisha
Gopinath Metal Crafts Museum,20.3362424,85.81390569999999,1,"museum, point_of_interest, establishment",museums,Odisha
Rabi Sir Museum,20.1098198,85.9283238,3.9,"museum, point_of_interest, establishment",museums,Odisha
Radhagobinda Museum,20.1853084,85.6253121,4.8,"museum, point_of_interest, establishment",museums,Odisha
PVTG World,20.2827255,85.8066743,4.7,"museum, point_of_interest, establishment",museums,Odisha
Jaydev Museum,20.2185949,85.9946643,5,"museum, point_of_interest, establishment",museums,Odisha
Upara Sahi Mandir,20.511341,85.8530653,3.8,"museum, point_of_interest, establishment",museums,Odisha
"Sun Dial @ Archeological Museum, Konark",19.8909329,86.0944713,5,"tourist_attraction, point_of_interest, establishment",museums,Odisha
Konark Interpretation Centre - Indian Oil Foundation,19.8872807,86.0979619,4.5,"museum, point_of_interest, establishment",museums,Odisha
Pal Mansion,20.2943285,85.8472592,0,"museum, point_of_interest, establishment",museums,Odisha
Karunamayee Memorial Newspaper Museum,20.1820441,85.6239952,5,"museum, point_of_interest, establishment",museums,Odisha
OM UNIVERSAL ARTS AND CRAFT,19.900169,85.8096522,5,"museum, point_of_interest, establishment",museums,Odisha
OPAG HOUSE,20.2331455,85.73857,5,"museum, point_of_interest, establishment",museums,Odisha
Jd Centre Of Art,20.261041,85.790475,4.1,"museum, point_of_interest, establishment",museums,Odisha
"Tribal Museum, Dhenkanal",20.6488143,85.5966724,4.4,"museum, point_of_interest, establishment",museums,Odisha
SITE,20.2662756,85.82880759999999,5,"museum, point_of_interest, establishment",museums,Odisha
Boat Shed,20.478273,85.8957932,3.9,"museum, point_of_interest, establishment",museums,Odisha
Eight Scientist statues (ଆଠ ବୈଜ୍ଞାନିକଙ୍କ ପ୍ରତିମୂର୍ତ୍ତି),20.6479226,85.5966174,0,"museum, point_of_interest, establishment",museums,Odisha
Khajuria Forest dam,20.6426773,85.7063946,0,"museum, point_of_interest, establishment",museums,Odisha
Cuttack Art gallery,20.4618117,85.8674159,0,"museum, point_of_interest, establishment",museums,Odisha
Hadapada Dakshina Chandi,20.0227399,85.5792189,0,"museum, point_of_interest, establishment",museums,Odisha
PRACHI HERITAGE,20.2121388,86.0144734,5,"museum, point_of_interest, establishment",museums,Odisha
Bijay House,19.9278488,85.4311091,0,"museum, point_of_interest, establishment",museums,Odisha
Zion Art Work,20.2763891,85.8042483,5,"art_gallery, museum, point_of_interest, establishment",museums,Odisha
Chowmahalla Palace,17.3578233,78.4716897,4.4,"tourist_attraction, museum, point_of_interest, establishment",attractions,Telangana
Golconda Fort,17.3842008,78.40190919999999,4.4,"tourist_attraction, landmark, point_of_interest, establishment",attractions,Telangana
Ramoji Film City,17.2641373,78.6818239,4.4,"amusement_park, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Salar Jung Museum,17.3716084,78.48024389999999,4.4,"tourist_attraction, museum, point_of_interest, establishment",attractions,Telangana
Hussain Sagar Lake,17.4221803,78.4744262,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Hill point,17.4669105,78.5639226,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Snow World,17.4145311,78.4809741,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Purani Haveli,17.3666724,78.4828835,4.4,"museum, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Buddha Statue,17.4155657,78.474973,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Khajaguda Lake Point,17.4239186,78.3714743,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
King Kothi Palace,17.3929508,78.4808474,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Qutub Shahi Tombs,17.3955129,78.3968287,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Bala Hissar Darwaza,17.3842008,78.4027919,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Love Hyderabad Sculpture,17.4198415,78.4656979,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Umda Sagar View-Point,17.3014146,78.45720399999999,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Raymond's Tomb,17.3647651,78.5152143,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Rangadhamuni Lake | IDL Lake,17.4783289,78.41450119999999,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Khajaguda Hills Sunrise Point,17.4098901,78.3659962,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Pallagattu Waterfalls,17.1125159,78.83622629999999,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Lotus Pond,17.4136151,78.42067349999999,4.4,"park, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Mini Shilparamam Park - UPPAL,17.3832369,78.5566412,4,"tourist_attraction, park, point_of_interest, establishment",attractions,Telangana
Deer Park,17.3486328,78.4467717,4.2,"zoo, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Osman Sagar View Point,17.380668,78.3171898,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Ocean Park,17.389348,78.32911659999999,3.9,"amusement_park, tourist_attraction, park, point_of_interest, establishment",attractions,Telangana
Malkam Cheruvu,17.4172368,78.3860065,4.6,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Tahniyat Mahal,17.3569455,78.47158499999999,4.5,"museum, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Gandipet Lake,17.3791346,78.3154416,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Tiger Safari,17.3533953,78.43951349999999,4,"tourist_attraction, park, point_of_interest, establishment",attractions,Telangana
Bodakonda Waterfalls,17.0741324,78.7837613,4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Highway waterfalls,17.3134895,78.658198,3.7,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Birla Mandir,17.4062367,78.46906010000001,4.7,"hindu_temple, tourist_attraction, place_of_worship, point_of_interest, establishment",attractions,Telangana
Kuntala Waterfalls,17.3133718,78.6582104,3.8,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Charminar,17.3615636,78.4746645,4.5,"mosque, tourist_attraction, place_of_worship, point_of_interest, establishment",attractions,Telangana
Sanjeevaiah Children's Park,17.4320751,78.4753877,4.2,"park, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Adventure Cove,17.4185508,78.40163989999999,4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Lotus Rock,17.4653287,78.32289740000002,3.8,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Khajaguda Hills - Lake View,17.4108371,78.3635627,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
The Turtle Building,17.456277,78.3598717,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Golconda Watch Tower,17.389866,78.394897,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
IARE Lakeview,17.6004009,78.4197057,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Mushroom Rock,17.441077,78.33904439999999,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Butterfly Garden,17.4302795,78.47690589999999,4.2,"park, tourist_attraction, point_of_interest, establishment",attractions,Telangana
The Nizam's Museum,17.3664944,78.4828496,4.2,"museum, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Quary,17.5240503,78.4084626,3.1,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Watch tower - Urban Forest Park Narsapur,17.7200839,78.29568499999999,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
The Charging Bull,17.4263504,78.3366364,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Fox Sagar Lake,17.5211292,78.4708362,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
HUDA Park,17.481004,78.393041,4.2,"park, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Tankbund Lakeview Point,17.4286721,78.4866567,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Mehboob Sagar,17.626307,78.093702,4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Paradise Cross road,17.4432902,78.4874663,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Buddha Statue - View Point,17.4148766,78.4790536,4.4,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Tiger Rock,17.3667036,78.35352960000002,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Peacock Point,17.4546061,78.36179010000001,4.2,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Pigeon Spot,17.3703378,78.4688944,4.5,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Daisy dale farm park & Resort,17.449191,78.171733,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Lake view,17.4768936,78.60863049999999,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Shamirpet Deer Park,17.600065,78.56161940000001,3.6,"park, tourist_attraction, point_of_interest, establishment",attractions,Telangana
Khursheed Jah Devdi,17.3583974,78.4662682,4.3,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Floating Rock Sculpture,17.3834874,78.4752804,4.1,"tourist_attraction, point_of_interest, establishment",attractions,Telangana
Lake View,17.2019261,78.62546069999999,4.7,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
HAYATH NAGAR LAKE VIEW,17.3172137,78.60159139999999,4.3,"park, point_of_interest, establishment",beaches,Telangana
Granite swimming spot,17.5707736,78.18738220000002,4.3,"point_of_interest, establishment",beaches,Telangana
Sand pit,17.4950177,78.3819573,4.6,"park, point_of_interest, establishment",beaches,Telangana
Beach Volleyball,17.353484,78.5436922,4.2,"point_of_interest, establishment",beaches,Telangana
Lake view,17.4768936,78.60863049999999,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Musi river view,17.3277398,78.3723057,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Hussain Sagar View Point,17.4161054,78.48005549999999,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Bandlaguda Lake,17.366479,78.5684315,5,"park, point_of_interest, establishment",beaches,Telangana
Arena Beach Volley Ball,17.453066,78.3849767,4.2,"point_of_interest, establishment",beaches,Telangana
Rishikonda,17.478198,78.3984423,4,"natural_feature, establishment",beaches,Telangana
Bachpally,17.5506407,78.3719819,4.8,"park, point_of_interest, establishment",beaches,Telangana
Turkayamjal lake view point,17.2855434,78.5869093,4.4,"park, point_of_interest, establishment",beaches,Telangana
Jp colony lake,17.5356319,78.26659889999999,4.8,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Ibrahimpatnam thum,17.1982618,78.6325658,4.3,"park, point_of_interest, establishment",beaches,Telangana
Lake spot,17.3535262,78.3181999,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Ameenpur lake view point ️,17.5192938,78.3299657,4.4,"park, point_of_interest, establishment",beaches,Telangana
Kothapet Telangana park,17.3750124,78.5460354,4,"park, point_of_interest, establishment",beaches,Telangana
Osman Sagar View Point,17.380668,78.3171898,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
BachAsh Rock,17.4685573,78.31828469999999,0,"park, point_of_interest, establishment",beaches,Telangana
Dundigal Lake,17.6050805,78.4208336,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Lake Park,17.3152366,78.5689905,4.2,"park, point_of_interest, establishment",beaches,Telangana
Yoga area,17.3888691,78.3147935,5,"park, point_of_interest, establishment",beaches,Telangana
Ameenpur Lake,17.5228385,78.3254573,4.5,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
The Street Beach Volleyball Court,17.4534821,78.3855598,4.1,"point_of_interest, establishment",beaches,Telangana
Rock beach,17.5006148,78.536816,0,"parking, point_of_interest, establishment",beaches,Telangana
Lake View,17.3475546,78.6226014,3,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Hussain Sagar Lake Gazebo,17.4194375,78.4826406,4.7,"park, point_of_interest, establishment",beaches,Telangana
Lake View Park,17.4132105,78.4652466,4.3,"park, tourist_attraction, point_of_interest, establishment",beaches,Telangana
JR beach volleyball,17.530302,78.42734159999999,5,"point_of_interest, establishment",beaches,Telangana
Himayath Sagar view point,17.3049985,78.36853289999999,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Keesara lake,17.5362537,78.66976939999999,4.3,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Cheeryal lake,17.5166576,78.6238849,4.1,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Khajaguda Lake Point,17.4239186,78.3714743,4.4,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Nahid Park,17.3746482,78.4840006,3.8,"park, point_of_interest, establishment",beaches,Telangana
Vayuputra beach,17.5510093,78.47110889999999,0,"point_of_interest, establishment",beaches,Telangana
Lingala gadda park,17.3960004,78.51056559999999,3.9,"park, point_of_interest, establishment",beaches,Telangana
Kokapet Lake View Point,17.401488,78.3225679,4.6,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Home Beach Residency,17.3350927,78.57805789999999,4.4,"point_of_interest, establishment",beaches,Telangana
Park,17.4307248,78.4633084,4.2,"park, point_of_interest, establishment",beaches,Telangana
Hanumant office men beach,17.4092647,78.4241819,4.7,"point_of_interest, establishment",beaches,Telangana
Himayat Sagar Lake Picnic Area,17.315991,78.3704302,4.4,"park, point_of_interest, establishment",beaches,Telangana
Saifuddin lake,17.300495,78.393639,3.5,"tourist_attraction, point_of_interest, establishment",beaches,Telangana
Sportz Pride,17.4565108,78.38550149999999,4.2,"point_of_interest, establishment",beaches,Telangana
Beach volleyball,17.5319014,78.48464,2.5,"point_of_interest, establishment",beaches,Telangana
beach view,17.1575364,78.4296447,1,"point_of_interest, establishment",beaches,Telangana
Gandipet Landscape Park,17.3816611,78.3169262,4.2,"park, tourist_attraction, point_of_interest, establishment",beaches,Telangana
FNCC Beach Volley Ball Court,17.4140947,78.4109486,2.8,"point_of_interest, establishment",beaches,Telangana
Beach House Car Parking,17.4384542,78.3952162,5,"parking, point_of_interest, establishment",beaches,Telangana
"BRR Sports Arena (Badminton, Cricket, Football & Beach Volleyball)",17.6003604,78.413004,4.9,"point_of_interest, establishment",beaches,Telangana
